,Accident Number,Date and Time,Number of Motor Vehicles,Number of Injuries,Number of Fatalities,Property Damage,Hit and Run,Reporting Officer,Collision Type Code,Collision Type Description,Weather Code,Weather Description,Illumination Code,Illumination Description,Harmful Code,Harmful Code Description,Street Address,City,State,ZIP,RPA,Precinct,Latitude,Longitude,Mapped Location,month_year,Year,Month
35961,2010672198,8/12/2010 5:40,1,0,0,N,N,653629,2,HEAD-ON,1,NO ADVERSE CONDITIONS,4,DAWN,50,DEER (ANIMAL),GREENBRIER RD & WHITES CREEK PIKE,JOELTON,,37080,,EAST,36.3468,-86.8748,"(36.3468, -86.8748)",2010-08,2010,8
36060,2010676623,8/13/2010 20:35,1,0,0,N,N,620080,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,1,NO ADVERSE CONDITIONS,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),BUENA VISTA PIKE & DRY FORK RD,NASHVILLE,TN,37207,3221,NORTH,36.2474,-86.8293,"(36.2474, -86.8293)",2010-08,2010,8
36382,2010693322,8/20/2010 6:25,1,0,0,N,N,653631,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,5,FOG,1,DAYLIGHT,50,DEER (ANIMAL),CLEECES FERRY RD & OLD HICKORY BLVD,NASHVILLE,TN,37218,3327,NORTH,36.204,-86.9274,"(36.204, -86.9274)",2010-08,2010,8
36553,2010702645,8/24/2010 2:15,1,0,0,Y,N,633381,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,1,NO ADVERSE CONDITIONS,3,DARK - LIGHTED,50,DEER (ANIMAL),3500 BRICK CHURCH PIKE,NASHVILLE,,37207,2045,MADISO,36.253,-86.7769,"(36.253, -86.7769)",2010-08,2010,8
36589,2010703950,8/24/2010 14:49,2,0,0,N,N,620080,5,SIDESWIPE - SAME DIRECTION,1,NO ADVERSE CONDITIONS,1,DAYLIGHT,12;50,MOTOR VEHICLE IN TRANSPORT;DEER (ANIMAL),N GALLATIN PIKE & STHY 45,MADISON,,37115,,HERMIT,36.2631,-86.7119,"(36.2631, -86.7119)",2010-08,2010,8
36880,2010719298,8/30/2010 15:00,1,0,0,N,Y,224946,2,HEAD-ON,1,NO ADVERSE CONDITIONS,1,DAYLIGHT,50,DEER (ANIMAL),I 24 W & OLD HICKORY BLVD,ANTIOCH,,37013,8806,SOUTH,36.0146,-86.6204,"(36.0146, -86.6204)",2010-08,2010,8
37106,2010730818,9/3/2010 15:51,1,0,0,N,N,653630,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,1,NO ADVERSE CONDITIONS,1,DAYLIGHT,50,DEER (ANIMAL),OLD HICKORY BLVD & SHUTE LN,OLD HICKORY,TN,37138,9605,HERMIT,36.2323,-86.6247,"(36.2323, -86.6247)",2010-09,2010,9
37140,2010731769,9/3/2010 23:08,1,0,0,N,N,617350,2,HEAD-ON,1,NO ADVERSE CONDITIONS,3,DARK - LIGHTED,50,DEER (ANIMAL),EDMONDSON PIKE & GESSNER LN,BRENTWOOD,TN,37027,8621,MIDTOW,36.0333,-86.7437,"(36.0333, -86.7437)",2010-09,2010,9
37211,2010735428,9/5/2010 15:14,1,0,0,N,N,668421,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,1,NO ADVERSE CONDITIONS,1,DAYLIGHT,50,DEER (ANIMAL),MOUNT VIEW CIR & MURFREESBORO PIKE,ANTIOCH,TN,37013,8927,SOUTH,36.0541,-86.6185,"(36.0541, -86.6185)",2010-09,2010,9
37228,2010735978,9/5/2010 20:42,1,0,0,N,N,716977,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,1,NO ADVERSE CONDITIONS,3,DARK - LIGHTED,50,DEER (ANIMAL),LEBANON PIKE & SHUTE LN,HERMITAGE,TN,37076,9535,HERMIT,36.2145,-86.6048,"(36.2145, -86.6048)",2010-09,2010,9
37409,2010748736,9/10/2010 5:00,1,0,0,N,N,466823,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,1,NO ADVERSE CONDITIONS,3,DARK - LIGHTED,50,DEER (ANIMAL),BROOK HOLLOW RD & HARDING PIKE,NASHVILLE,TN,37205,4909,WEST,36.0944,-86.8818,"(36.0944, -86.8818)",2010-09,2010,9
37614,2010758079,9/13/2010 22:25,1,0,0,N,N,468059,6,SIDESWIPE - OPPOSITE DIRECTION,1,NO ADVERSE CONDITIONS,3,DARK - LIGHTED,50,DEER (ANIMAL),3535 BELL RD,NASHVILLE,TN,37214,8957,HERMIT,36.1432,-86.6267,"(36.1432, -86.6267)",2010-09,2010,9
38230,2010791882,9/26/2010 9:43,1,0,0,N,N,474373,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,1,NO ADVERSE CONDITIONS,1,DAYLIGHT,50,DEER (ANIMAL),OLD HICKORY BLVD & WOODLANDS AVE,NASHVILLE,,37211,,SOUTH,36.0431,-86.726,"(36.0431, -86.726)",2010-09,2010,9
38264,2010794302,9/27/2010 9:45,1,1,0,N,N,226812,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,1,NO ADVERSE CONDITIONS,1,DAYLIGHT,50,DEER (ANIMAL),ASHLAND CITY HWY & PECAN VALLEY RD,,TN,37218,,,36.2046,-86.9468,"(36.2046, -86.9468)",2010-09,2010,9
38425,2010804313,9/30/2010 17:39,1,0,0,N,N,714641,4,ANGLE,1,NO ADVERSE CONDITIONS,1,DAYLIGHT,50,DEER (ANIMAL),CAHAL AVE & CAHAL AVE,NASHVILLE,TN,37206,1335,EAST,36.1949,-86.7261,"(36.1949, -86.7261)",2010-09,2010,9
38430,2010804832,9/30/2010 21:53,1,0,0,N,N,224851,2,HEAD-ON,1,NO ADVERSE CONDITIONS,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),3549 PIN HOOK RD,ANTIOCH,TN,37013,8927,SOUTH,36.0505,-86.6102,"(36.0505, -86.6102)",2010-09,2010,9
38550,2010813399,10/4/2010 8:05,2,0,0,N,N,10434778,4,ANGLE,1,NO ADVERSE CONDITIONS,1,DAYLIGHT,12;50,MOTOR VEHICLE IN TRANSPORT;DEER (ANIMAL),DISSPAYNE DR & LEBANON PIKE,NASHVILLE,TN,37214,9403,HERMIT,36.1726,-86.6495,"(36.1726, -86.6495)",2010-10,2010,10
41826,2010978562,10/6/2010 20:25,1,0,0,N,N,226208,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,1,NO ADVERSE CONDITIONS,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),BELL RD & CANE RIDGE RD,ANTIOCH,TN,37013,8721,SOUTH,36.0447,-86.6615,"(36.0447, -86.6615)",2010-10,2010,10
38752,2010824853,10/7/2010 21:05,1,0,0,N,N,596389,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,1,NO ADVERSE CONDITIONS,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),HWY 70 S & SADDLE RDG,,TN,37221,4713,WEST,36.0804,-86.9664,"(36.0804, -86.9664)",2010-10,2010,10
38914,2010832127,10/10/2010 21:55,1,0,0,N,N,716884,2,HEAD-ON,1,NO ADVERSE CONDITIONS,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),BELL RD & ZELIDA AVE,ANTIOCH,TN,37013,8865,SOUTH,36.0549,-86.6425,"(36.0549, -86.6425)",2010-10,2010,10
39253,2010849722,10/17/2010 5:09,1,0,0,N,N,473669,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,1,NO ADVERSE CONDITIONS,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),I 40 E & OLD HICKORY BLVD,HERMITAGE,TN,37076,9543,HERMIT,36.1703,-86.6014,"(36.1703, -86.6014)",2010-10,2010,10
39286,2010850954,10/17/2010 19:46,1,0,0,N,N,433989,2,HEAD-ON,1,NO ADVERSE CONDITIONS,3,DARK - LIGHTED,50,DEER (ANIMAL),BROOKVIEW FOREST DR & HOLT RD,NASHVILLE,TN,37211,8651,MIDTOW,36.0131,-86.7109,"(36.0131, -86.7109)",2010-10,2010,10
39289,2010851213,10/17/2010 23:42,1,0,0,N,N,420046,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,1,NO ADVERSE CONDITIONS,3,DARK - LIGHTED,50,DEER (ANIMAL),3410 KNIGHT DR,WHITES CREEK,TN,37189,3223,NORTH,36.2374,-86.8031,"(36.2374, -86.8031)",2010-10,2010,10
39320,2010853577,10/18/2010 20:35,1,0,0,N,N,714639,2,HEAD-ON,1,NO ADVERSE CONDITIONS,1,DAYLIGHT,50,DEER (ANIMAL),OLD HARDING PIKE & S COLONY DR,NASHVILLE,TN,37221,4819,WEST,36.0519,-86.9522,"(36.0519, -86.9522)",2010-10,2010,10
39357,2010855978,10/19/2010 18:37,1,0,0,N,N,596389,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,1,NO ADVERSE CONDITIONS,5,DUSK,50,DEER (ANIMAL),BEVERLY HILLS DR & HWY 70,NASHVILLE,TN,37221,4713,WEST,36.0938,-87.0235,"(36.0938, -87.0235)",2010-10,2010,10
39358,2010856004,10/19/2010 18:55,1,0,0,N,N,676827,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,2,RAIN,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),ANDREW JACKSON PKWY & OLD HICKORY BLVD,HERMITAGE,TN,37076,9561,HERMIT,36.1835,-86.6108,"(36.1835, -86.6108)",2010-10,2010,10
39360,2010856051,10/19/2010 19:54,1,0,0,N,N,429193,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,2,RAIN,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),CASTLEWOOD CT & HILLSBORO PIKE,NASHVILLE,TN,37215,6307,MIDTOW,36.0739,-86.8403,"(36.0739, -86.8403)",2010-10,2010,10
39412,2010859287,10/21/2010 0:04,1,0,0,N,N,620072,2,HEAD-ON,1,NO ADVERSE CONDITIONS,3,DARK - LIGHTED,50,DEER (ANIMAL),6820 70 S,NASHVILLE,TN,,4903,WEST,36.2513,-86.7429,"(36.2513, -86.7429)",2010-10,2010,10
39456,2010861515,10/21/2010 20:25,1,1,0,N,N,224676,4,ANGLE,1,NO ADVERSE CONDITIONS,3,DARK - LIGHTED,50,DEER (ANIMAL),MCGAVOCK PIKE & PENNINGTON BEND RD,NASHVILLE,TN,37214,9215,HERMIT,36.2152,-86.6884,"(36.2152, -86.6884)",2010-10,2010,10
39520,2010864080,10/22/2010 20:36,1,0,0,N,N,467992,4,ANGLE,1,NO ADVERSE CONDITIONS,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),5511 GRANNY WHITE PIKE,NASHVILLE,TN,37215,6305,MIDTOW,36.0531,-86.8162,"(36.0531, -86.8162)",2010-10,2010,10
39652,2010871521,10/26/2010 6:50,1,0,0,N,N,224412,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,1,NO ADVERSE CONDITIONS,1,DAYLIGHT,50,DEER (ANIMAL),5606 GRANNY WHITE PIKE,NASHVILLE,TN,37220,7111,MIDTOW,36.0469,-86.8159,"(36.0469, -86.8159)",2010-10,2010,10
39776,2010878064,10/28/2010 8:11,1,0,0,N,N,462494,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,1,NO ADVERSE CONDITIONS,1,DAYLIGHT,50,DEER (ANIMAL),CLARKSVILLE PIKE & SAINT LAWRENCE DR,JOELTON,TN,37080,3245,NORTH,36.2882,-86.8796,"(36.2882, -86.8796)",2010-10,2010,10
39806,2010879179,10/28/2010 16:17,1,0,0,Y,N,665899,2,HEAD-ON,1,NO ADVERSE CONDITIONS,1,DAYLIGHT,50,DEER (ANIMAL),CLOVERLAND DR & STERLING OAKS DR,BRENTWOOD,TN,37027,8623,MIDTOW,36.0307,-86.7472,"(36.0307, -86.7472)",2010-10,2010,10
39914,2010884371,10/30/2010 18:29,1,0,0,N,N,716877,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,1,NO ADVERSE CONDITIONS,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),SAUNDERSVILLE RD & SHUTE LN,HERMITAGE,TN,37076,9715,HERMIT,36.2263,-86.6032,"(36.2263, -86.6032)",2010-10,2010,10
39954,2010887715,11/1/2010 6:15,1,0,0,N,N,226226,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,1,NO ADVERSE CONDITIONS,1,DAYLIGHT,50,DEER (ANIMAL),8901 HWY 100,,,37221,4805,WEST,36.0302,-86.9974,"(36.0302, -86.9974)",2010-11,2010,11
39969,2010888524,11/1/2010 13:22,1,0,0,N,N,226226,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,1,NO ADVERSE CONDITIONS,1,DAYLIGHT,50,DEER (ANIMAL),HWY 100 & STONEMEADE DR,NASHVILLE,TN,37221,4809,WEST,36.0404,-86.9621,"(36.0404, -86.9621)",2010-11,2010,11
39985,2010889673,11/1/2010 21:32,1,0,0,N,N,676832,2,HEAD-ON,1,NO ADVERSE CONDITIONS,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),CHARLOTTE PIKE & WOODLAND WAY,NASHVILLE,TN,37221,4711,WEST,36.1088,-86.9347,"(36.1088, -86.9347)",2010-11,2010,11
40028,2010894222,11/3/2010 7:30,1,0,0,N,N,226226,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,1,NO ADVERSE CONDITIONS,1,DAYLIGHT,50,DEER (ANIMAL),320 OLD HICKORY BLVD,,TN,37138,9705,HERMIT,36.2673,-86.6573,"(36.2673, -86.6573)",2010-11,2010,11
40903,2010933620,11/8/2010 6:05,1,0,0,N,N,466823,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,1,NO ADVERSE CONDITIONS,5,DUSK,50,DEER (ANIMAL),7475 COCKRILL BEND BLVD,NASHVILLE,TN,37209,4653,WEST,36.1784,-86.896,"(36.1784, -86.896)",2010-11,2010,11
40437,2010911286,11/9/2010 18:10,1,0,0,N,N,580816,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,1,NO ADVERSE CONDITIONS,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),HOBSON PIKE & WINDCREST TRL,ANTIOCH,TN,37013,8907,SOUTH,36.0619,-86.594,"(36.0619, -86.594)",2010-11,2010,11
40498,2010913977,11/10/2010 16:44,1,0,0,N,N,224368,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,1,NO ADVERSE CONDITIONS,5,DUSK,50,DEER (ANIMAL),DICKERSON PIKE & MULBERRY DOWNS CIR,MADISON,TN,37115,2017,MADISO,36.2515,-86.7574,"(36.2515, -86.7574)",2010-11,2010,11
40511,2010914222,11/10/2010 18:06,1,0,0,N,N,596386,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,1,NO ADVERSE CONDITIONS,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),HWY 96 & LITTLE EAST FORK RD,NASHVILLE,TN,37221,4805,WEST,36.0022,-87.0249,"(36.0022, -87.0249)",2010-11,2010,11
40504,2010914133,11/10/2010 18:10,1,0,0,N,N,687816,2,HEAD-ON,1,NO ADVERSE CONDITIONS,3,DARK - LIGHTED,50,DEER (ANIMAL),210 OLD HICKORY BLVD,NASHVILLE,TN,37205,4903,WEST,36.0768,-86.9205,"(36.0768, -86.9205)",2010-11,2010,11
40538,2010915557,11/11/2010 7:10,1,0,0,N,N,225741,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,1,NO ADVERSE CONDITIONS,1,DAYLIGHT,50,DEER (ANIMAL),ASHLAND CITY HWY & OLD HICKORY BLVD,NASHVILLE,TN,37218,3237,NORTH,36.2114,-86.9212,"(36.2114, -86.9212)",2010-11,2010,11
40570,2010916943,11/11/2010 17:39,1,0,0,N,N,620080,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,1,NO ADVERSE CONDITIONS,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),BRICK CHURCH PIKE & OLD HICKORY BLVD,NASHVILLE,TN,37207,2103,MADISO,36.2793,-86.7845,"(36.2793, -86.7845)",2010-11,2010,11
40577,2010917247,11/11/2010 19:27,1,0,0,N,N,596389,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,1,NO ADVERSE CONDITIONS,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),AVONDALE PARK BLVD & MCCRORY LN,,,37221,4801,WEST,36.0654,-86.9958,"(36.0654, -86.9958)",2010-11,2010,11
40576,2010917210,11/11/2010 19:39,1,0,0,N,N,596389,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,1,NO ADVERSE CONDITIONS,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),HWY 96 & WILLIAMSON LINE CORD,NASHVILLE,TN,37221,4805,WEST,35.9978,-87.0159,"(35.9978, -87.0159)",2010-11,2010,11
40578,2010917354,11/11/2010 22:10,1,0,0,N,N,648799,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,1,NO ADVERSE CONDITIONS,3,DARK - LIGHTED,50,DEER (ANIMAL),BELL RD & HICKORY HIGHLANDS DR,ANTIOCH,TN,37013,8865,SOUTH,36.0606,-86.64,"(36.0606, -86.64)",2010-11,2010,11
40579,2010917442,11/11/2010 22:20,1,0,0,N,N,676828,2,HEAD-ON,1,NO ADVERSE CONDITIONS,3,DARK - LIGHTED,50,DEER (ANIMAL),E PARK DR & OLD HICKORY BLVD,NASHVILLE,TN,37220,7111,MIDTOW,36.0375,-86.791,"(36.0375, -86.791)",2010-11,2010,11
40585,2010918251,11/12/2010 7:28,1,0,0,N,N,538214,4,ANGLE,1,NO ADVERSE CONDITIONS,1,DAYLIGHT,50,DEER (ANIMAL),BRILEY PKWY S & CENTENNIAL BLVD,NASHVILLE,TN,37209,4606,WEST,36.1714,-86.8693,"(36.1714, -86.8693)",2010-11,2010,11
40642,2010920091,11/12/2010 22:00,1,0,0,N,N,676833,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,1,NO ADVERSE CONDITIONS,3,DARK - LIGHTED,50,DEER (ANIMAL),CHARLOTTE PIKE & OLD HICKORY BLVD,NASHVILLE,TN,37209,4701,WEST,36.1167,-86.9232,"(36.1167, -86.9232)",2010-11,2010,11
40758,2010926776,11/15/2010 19:00,1,0,0,N,N,727204,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,1,NO ADVERSE CONDITIONS,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),HAMILTON CHURCH RD & MOUNT VIEW RD,ANTIOCH,,37013,,HERMIT,36.0627,-86.6082,"(36.0627, -86.6082)",2010-11,2010,11
40846,2010930533,11/17/2010 2:43,1,0,0,Y,N,420046,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,1,NO ADVERSE CONDITIONS,3,DARK - LIGHTED,50,DEER (ANIMAL),4916 CLARKSVILLE PIKE,WHITES CREEK,TN,37189,3229,NORTH,36.2525,-86.8436,"(36.2525, -86.8436)",2010-11,2010,11
40870,2010931914,11/17/2010 15:15,1,0,0,N,N,483527,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,1,NO ADVERSE CONDITIONS,1,DAYLIGHT,50,DEER (ANIMAL),SAUNDERSVILLE RD & SHUTE LN,HERMITAGE,TN,37076,9715,HERMIT,36.2263,-86.6032,"(36.2263, -86.6032)",2010-11,2010,11
40902,2010933599,11/18/2010 6:02,1,0,0,N,N,676838,2,HEAD-ON,1,NO ADVERSE CONDITIONS,3,DARK - LIGHTED,50,DEER (ANIMAL),4672 CLARKSVILLE PIKE,,TN,37218,3215,NORTH,36.2412,-86.8307,"(36.2412, -86.8307)",2010-11,2010,11
40941,2010935590,11/19/2010 0:05,1,0,0,N,N,527757,2,HEAD-ON,1,NO ADVERSE CONDITIONS,3,DARK - LIGHTED,50,DEER (ANIMAL),KAYLA DR & SPRINGFIELD HWY,GOODLETTSVILLE,TN,37072,2219,MADISO,36.3698,-86.7402,"(36.3698, -86.7402)",2010-11,2010,11
40979,2010937464,11/19/2010 15:08,1,0,0,N,N,620080,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,1,NO ADVERSE CONDITIONS,1,DAYLIGHT,50,DEER (ANIMAL),ASHLAND CITY HWY & HYDESDALE LN,NASHVILLE,TN,37218,3167,NORTH,36.2066,-86.8558,"(36.2066, -86.8558)",2010-11,2010,11
40987,2010937677,11/19/2010 17:33,1,0,0,N,N,224851,2,HEAD-ON,1,NO ADVERSE CONDITIONS,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),HOBSON PIKE & OLE NOTTINGHAM DR,ANTIOCH,TN,37013,8977,SOUTH,36.0722,-86.576,"(36.0722, -86.576)",2010-11,2010,11
41046,2010940487,11/21/2010 2:24,1,0,0,N,N,716896,4,ANGLE,1,NO ADVERSE CONDITIONS,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),HUNTWICK TRL & HWY 70,,,37221,4709,WEST,36.0917,-86.9844,"(36.0917, -86.9844)",2010-11,2010,11
41189,2010948063,11/24/2010 5:20,1,0,0,N,N,620067,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,1,NO ADVERSE CONDITIONS,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),CLARKSVILLE PIKE & STEVENS LN,NASHVILLE,TN,37218,3219,,36.238,-86.8309,"(36.238, -86.8309)",2010-11,2010,11
41274,2010951349,11/25/2010 17:51,1,0,0,N,N,594471,4,ANGLE,2,RAIN,3,DARK - LIGHTED,50,DEER (ANIMAL),HARDING PL & MURFREESBORO PIKE,NASHVILLE,TN,37217,8849,SOUTH,36.0986,-86.6594,"(36.0986, -86.6594)",2010-11,2010,11
41285,2010951562,11/25/2010 21:02,1,0,0,N,N,596389,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,2,RAIN,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),HUNTWICK TRL & HWY 70,,,37221,4709,WEST,36.0917,-86.9844,"(36.0917, -86.9844)",2010-11,2010,11
41324,2010953953,11/26/2010 22:13,1,0,0,N,N,620080,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,1,NO ADVERSE CONDITIONS,3,DARK - LIGHTED,50,DEER (ANIMAL),BRILEY PKWY N & I 24 W,NASHVILLE,TN,37211,8898,SOUTH,36.1096,-86.7215,"(36.1096, -86.7215)",2010-11,2010,11
41333,2010954953,11/27/2010 8:55,1,0,0,N,N,412355,2,HEAD-ON,1,NO ADVERSE CONDITIONS,1,DAYLIGHT,50,DEER (ANIMAL),I 24 W & OLD HICKORY BLVD,ANTIOCH,,37013,8806,SOUTH,36.0146,-86.6204,"(36.0146, -86.6204)",2010-11,2010,11
41354,2010955828,11/27/2010 19:52,1,0,0,N,N,648799,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,1,NO ADVERSE CONDITIONS,3,DARK - LIGHTED,50,DEER (ANIMAL),BABY RUTH LN & MOUNT VIEW RD,ANTIOCH,TN,37013,8863,SOUTH,36.0432,-86.6403,"(36.0432, -86.6403)",2010-11,2010,11
41380,2010957662,11/28/2010 19:44,1,0,0,N,N,472337,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,1,NO ADVERSE CONDITIONS,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),I 40 E & DONELSON PIKE,NASHVILLE,TN,37214,8906,HERMIT,36.1414,-86.6663,"(36.1414, -86.6663)",2010-11,2010,11
41388,2010958683,11/29/2010 6:55,1,0,0,N,N,226622,2,HEAD-ON,1,NO ADVERSE CONDITIONS,1,DAYLIGHT,50,DEER (ANIMAL),BANCROFT PL & HILLSBORO PIKE,,TN,37215,6307,MIDTOW,36.0693,-86.8432,"(36.0693, -86.8432)",2010-11,2010,11
41589,2010967685,12/2/2010 6:50,1,0,0,N,N,224412,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,1,NO ADVERSE CONDITIONS,1,DAYLIGHT,50,DEER (ANIMAL),615 HILLWOOD BLVD,,TN,37209,5021,WEST,36.1329,-86.8705,"(36.1329, -86.8705)",2010-12,2010,12
41719,2010973917,12/4/2010 18:11,1,0,0,N,N,714644,2,HEAD-ON,1,NO ADVERSE CONDITIONS,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),I 24 W & HICKORY HOLLOW PKWY,ANTIOCH,TN,37013,8806,SOUTH,36.0399,-86.6492,"(36.0399, -86.6492)",2010-12,2010,12
25459,2010101124,12/17/2010 17:45,1,0,0,N,N,223388,4,ANGLE,1,NO ADVERSE CONDITIONS,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),6476 BURKITT RD,,TN,37013,8769,SOUTH,35.9899,-86.6332,"(35.9899, -86.6332)",2010-12,2010,12
25471,20101011590,12/17/2010 21:20,2,0,0,N,N,716893,2,HEAD-ON,1,NO ADVERSE CONDITIONS,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),HARDING PL & HILLSBORO PIKE,NASHVILLE,TN,37215,6403,MIDTOW,36.0914,-86.8284,"(36.0914, -86.8284)",2010-12,2010,12
25597,20101017459,12/20/2010 18:09,1,0,0,N,N,596389,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,1,NO ADVERSE CONDITIONS,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),HWY 70 & MCCRORY LN,NASHVILLE,TN,37221,4713,WEST,36.0938,-87.0235,"(36.0938, -87.0235)",2010-12,2010,12
42390,20110010188,1/5/2011 7:00,1,0,0,N,N,462494,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,1,NO ADVERSE CONDITIONS,1,DAYLIGHT,50,DEER (ANIMAL),SYCAMORE CREEK RD & WHITES CREEK PIKE,JOELTON,TN,37080,2321,NORTH,36.3817,-86.8948,"(36.3817, -86.8948)",2011-01,2011,1
42487,20110015271,1/6/2011 21:05,1,0,0,N,N,728059,2,HEAD-ON,1,NO ADVERSE CONDITIONS,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),BATTLE RD & BURKITT RD,ANTIOCH,TN,37013,8769,SOUTH,35.995,-86.6244,"(35.995, -86.6244)",2011-01,2011,1
42491,20110016522,1/7/2011 8:00,1,0,0,N,N,225930,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,1,NO ADVERSE CONDITIONS,1,DAYLIGHT,50,DEER (ANIMAL),OLD SPRINGFIELD PIKE & SPRINGFIELD HWY,GOODLETTSVILLE,TN,37072,2201,MADISO,36.3748,-86.747,"(36.3748, -86.747)",2011-01,2011,1
42627,20110025107,1/10/2011 21:26,1,0,0,N,N,596389,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,1,NO ADVERSE CONDITIONS,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),9500 HWY 100,NASHVILLE,TN,37221,4803,WEST,36.0153,-87.0375,"(36.0153, -87.0375)",2011-01,2011,1
42664,20110029080,1/12/2011 5:14,1,0,0,N,N,420046,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,4,SNOW,3,DARK - LIGHTED,50,DEER (ANIMAL),4561 WHITES CREEK PIKE,WHITES CREEK,TN,37189,3303,NORTH,36.2703,-86.8316,"(36.2703, -86.8316)",2011-01,2011,1
42903,20110042859,1/17/2011 7:00,1,0,0,N,N,224412,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,2,RAIN,1,DAYLIGHT,50,DEER (ANIMAL),6820 70 S,NASHVILLE,TN,,4903,WEST,36.2513,-86.7429,"(36.2513, -86.7429)",2011-01,2011,1
42955,20110044653,1/17/2011 21:53,1,0,0,N,N,420046,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,2,RAIN,3,DARK - LIGHTED,50,DEER (ANIMAL),OLD HICKORY BLVD & WHITES CREEK PIKE,WHITES CREEK,TN,37189,3305,NORTH,36.2657,-86.8309,"(36.2657, -86.8309)",2011-01,2011,1
